tweetId,user,created,no_of_likes,source_of_tweet,sentiment,,,
2842,JobieseCPA,2021-03-05 12:07:21+00:00,0,None,COVID-19 VACCINES TO ARRIVE IN KENYA NEXT WEEK https://t.co/R7pjxidLAv #FreeEdgarObare #IChooseToChallenge #Kisumu #Ruto #MatunguDecides,,,
2843,watsupafrica,2021-03-05 11:58:56+00:00,0,None,#Kenya: Health Says Covid-19 Vaccine To Arrive In Kenya From Tuesday https://t.co/1xlDGKZTH4,,,
2844,AmbokoJH,2021-03-05 11:52:01+00:00,3,None,"With Kenya set to spend Kes 14 bln in the COVID-19 vaccination exercise, the N.A. Budget  Committee is questioning where the funds for the COVID-19 vaccine are being drawn from. \n\n""There is no m...",,,
2845,VictorMochere,2021-03-05 11:51:08+00:00,14,None,"President Uhuru Kenyatta should have been the first person to get the COVID-19 vaccine in Kenya, not some Acting Health DG Patrick Amoth. Our leaders are like donkeys from Elburgon, they're runnin...",,,
2846,nestaneth,2021-03-05 11:49:12+00:00,6,None,It is good to hear how our neighbor Kenya landed on a coveted prize to be persuaded. It may perhaps help @mfaethiopia to monitor COVID 19 vaccine roll outs to Africa by WHO. Who has been served so...,,,
2847,jmollel,2021-03-05 11:48:35+00:00,0,None,Less than 30% of all health care facilities in Kenya are electrified and potentially capable of storing Covid-19 Vaccines --- interesting mapping stuff! https://t.co/SH6oaRhkjs,,,
2848,Ayokt3,2021-03-05 11:47:50+00:00,2,None,Dr. Patrick Amoth Becomes First Person To Receive  Covid-19 Vaccine in K... https://t.co/REHZrKPbu6 via @YouTube @KNH_hospital @MOH_Kenya @citizentvkenya @KTNNewsKE @mutahikagwe_cs #FreeEdgarObare...,,,
2849,NairobiTimes_Ke,2021-03-05 11:46:01+00:00,0,None,Health DG Amoth becomes first to receive Covid-19 vaccine in Kenya - https://t.co/DxRKYWcplg,,,
2850,sasanewscom,2021-03-05 11:41:35+00:00,0,None,Health DG Amoth becomes first to receive Covid-19 vaccine in Kenya,,,
2851,Nairobi_News,2021-03-05 11:39:02+00:00,8,None,Health DG Amoth becomes first to receive Covid-19 vaccine in Kenya https://t.co/v13yfkYSeW,,,
2852,SonkoNews,2021-03-05 11:19:44+00:00,0,None,"Siaya Governor Cornel Rasanga Amoth's brother on Friday, March 5, became the first person to get the Covid-19 jab in Kenya.\n\nActing Health Director-General Patrick Amoth, who is also the governo...",,,
2853,TheKenbwoyMsafi,2021-03-05 11:14:05+00:00,0,None,The first COVID-19 vaccine shot in Kenya administered to acting Director of Health Patrick Amoth. https://t.co/Pv5eUkiGt5,,,
2854,SwalaNyetiKe,2021-03-05 11:11:55+00:00,0,None,Covid-19: Acting Health DG Patrick Amoth first in Kenya to receive vaccine \n\nhttps://t.co/pmUwGlYz64\n\n@DrPatrickAmoth @MOH_Kenya https://t.co/WpxiOzLax2,,,
2855,Farah_Naman,2021-03-05 10:59:31+00:00,0,None,Covid-19: Acting Health DG Amoth first in Kenya to receive vaccine via @SwalaNyetiKe https://t.co/Bk95c1PrGB,,,
2856,NairobiTimes_Ke,2021-03-05 10:44:31+00:00,0,None,Patrick Amoth First to Get Covid-19 Vaccine in Kenya - https://t.co/u2kKUjR3ji https://t.co/NLXUBXsq1E,,,
2857,berniehollywood,2021-03-05 10:42:57+00:00,0,None,Kenya 🇰🇪 officially launches the COVID-19 vaccination campaign at Kenyatta National Hospital in Nairobi. Frontline health workers will be the first to receive the vaccine. This marks another histo...,,,
2858,UNICEFKenya,2021-03-05 10:32:58+00:00,165,None,The first 17 frontline health workers in Kenya get their COVID-19 vaccines as part of #COVAX. \n\nThis marks another historic moment for the equitable distribution of life-saving COVID-19 vaccines...,,,
2859,BrightKenyaNews,2021-03-05 10:23:34+00:00,0,None,Health Acting Director-General Patrick Amoth became the first person in Kenya to receive the COVID-19 vaccine.\n#COVID19Vaccine https://t.co/od8ipehCGF,,,
2860,marvin_chege10,2021-03-05 10:23:09+00:00,0,None,Health Acting Director-General Patrick Amoth became the first person in Kenya to receive the COVID-19 vaccine.\n@BrightKenyaNews #COVID19Vaccine\n https://t.co/UPUZVCxyoT,,,
2861,KenyaTodayNews,2021-03-05 10:18:03+00:00,0,None,Health DG Amoth becomes first to receive Covid-19 vaccine in Kenya https://t.co/eKOdh3Ctf5,,,
2862,ViralTeaKe,2021-03-05 10:17:48+00:00,0,None,Health Acting Director-General Patrick Amoth became the first person in Kenya to receive the COVID-19 vaccine.\n#COVID19Vaccine \n\nhttps://t.co/Lvcdp0FGRc,,,
2863,MetropolTVKE,2021-03-05 10:15:52+00:00,3,None,Patrick Amoth became the first Kenyan to receive the AstraZeneca COVID-19 vaccine in Kenya following a massive exercise that was rolled out across the country.\n\nhttps://t.co/889vyUbImK,,,
2864,ugnews24,2021-03-05 10:12:16+00:00,0,None,Patrick Amoth First to Get Covid-19 Vaccine in Kenya https://t.co/0DCAlhd6TQ,,,
2865,Nairobi_News,2021-03-05 10:09:35+00:00,45,None,JUST IN: Health DG Amoth becomes first to receive Covid-19 vaccine in Kenya https://t.co/KowW7jZfBJ https://t.co/0TybssyzIO,,,
2866,eastupdatesnews,2021-03-05 09:59:18+00:00,0,None,GOOD NEWS\n\nDr. Patrick Amoth becomes the 1st person to get the Covid-19 vaccine in kenya 🇰🇪\n\n@DrPatrickAmoth 👏👏👏👏👏\n#covid19vaccinedistribution https://t.co/VBQkJQd2x0,,,
2867,tonyanelka,2021-03-05 09:57:32+00:00,2,None,KENYA: Acting Health DG Patrick Amoth becomes the first person to get the #Covid-19 #vaccine in Kenya. https://t.co/RDSsxgdryL,,,
2868,OliverMathenge,2021-03-05 09:54:37+00:00,1085,None,The first COVID-19 vaccine shot in Kenya administered to acting Director of Health Patrick Amoth. https://t.co/luTGFh8Ioq,,,
2869,VaccinesKenya,2021-03-05 09:53:09+00:00,2,None,Happening now: Kenya officially launches the COVID-19 vaccination campaign at Kenyatta National Hospital in Nairobi.\n\nFrontline health workers will be the first to receive the vaccine.\n\n@UnKen...,,,
2870,chris_akali,2021-03-05 09:43:35+00:00,0,None,Just In: Dr. Patrick Amoth becomes first person to get Covid-19 vaccine in Kenya: https://t.co/k6XHe12nWO,,,
2871,dundapost,2021-03-05 09:43:09+00:00,0,None,Just in: Dr. Patrick Amoth becomes first person to get Covid-19 vaccine in Kenya: https://t.co/zeUvejSiLf,,,
2872,HomenewsOnline,2021-03-05 09:42:44+00:00,0,None,Just in: Dr. Patrick Amoth becomes first person to get Covid-19 vaccine in Kenya: https://t.co/dSY4AJg5m0,,,
2873,UNICEFKenya,2021-03-05 09:41:17+00:00,66,None,Happening now: Kenya officially launches the COVID-19 vaccination campaign at Kenyatta National Hospital in Nairobi.\n\nFrontline health workers will be the first to receive the vaccine.\n\n@UnKen...,,,
2874,KenMOJA,2021-03-05 09:41:11+00:00,0,None,Dr. Patrick Amoth becomes first person to get Covid-19 vaccine in Kenya: https://t.co/P5NYAs6eoB,,,
2875,Kenyans,2021-03-05 09:41:00+00:00,284,None,Dr. Patrick Amoth becomes first person to get Covid-19 vaccine in Kenya: https://t.co/uQrQLChL8g,,,
2876,eliudkibii,2021-03-05 09:22:02+00:00,0,None,EU ambassadors welcome arrival of 1 million Covid-19 vaccines in Kenya  https://t.co/IYe8iuoBUu | @EUinKenya,,,
2877,watsupafrica,2021-03-05 08:47:51+00:00,0,None,#Kenya: Vaccine Shipments: Covid-19 vaccine set to arrive in Kenya today https://t.co/K3WUK99uvR,,,
2878,watsupafrica,2021-03-05 08:43:47+00:00,0,None,#Kenya: Inside Covid 19 vaccine storage centre in Kitengela https://t.co/lCNrmJGuek,,,
2879,evedsouza,2021-03-05 07:59:42+00:00,25,None,"@Thermotank No i currently live in the UAE, I received the vaccine in Dubai yesterday. I do pray though you will have get the Covid 19 vaccine in Kenya soon, hope this helps prepare you 🙏",,,
2880,MzalendoWatch,2021-03-05 07:25:54+00:00,0,None,The budget hitch could derail Kenya’s target to ship in 36 million doses of Covid-19 vaccines by June next year when it expects to have 16 million people inoculated.,,,
2881,Muwanguz1,2021-03-05 07:09:17+00:00,1,None,#PowerfmNews The Catholic Church in Kenya has voiced its support for the Covid-19 vaccine after the country received over a million doses of the Oxford-AstraZeneca vaccine\nThis on the heels of an...,,,
2882,Kenya_2U,2021-03-05 05:17:17+00:00,0,None,"#Italy invokes European Union powers to block the export of 250,000 Covid-19 vaccine doses to Australia on Thursday, in a dramatic escalation of a dispute between the EU and drug giant AstraZeneca...",,,
2883,jacobmugambi497,2021-03-04 22:50:57+00:00,0,None,@NationAfrica What if I told you that this is just water and other clinical drugs but the covid-19 vaccines were stolen and looted long even before landing in Kenya???,,,
2884,YatichN,2021-03-04 19:15:08+00:00,14,None,Catholic church in Kenya says it supports Covid-19 vaccine https://t.co/QGnRetbHFr via @YouTube,,,
2885,citizentvkenya,2021-03-04 18:46:40+00:00,29,None,Catholic church backs COVID jab:\n\nCatholic church in Kenya says it supports COVID-19 vaccine.\n\nBishop Muheria: It is ethical to receive the vaccines.\n\nCatholic church brushes aside oppositio...,,,
2886,eliudkibii,2021-03-04 18:33:06+00:00,1,None,"@OliverMathenge But in this case Oliver,  the reporter cites the residents. I saw Reuters said Kenya referred to Covid-19 vaccine as bazooka. Those were Kagwe's words. I fear there is  placing of ...",,,
2887,Jayson02091303,2021-03-04 18:26:31+00:00,0,None,"@ntvkenya COVID 19 vaccine in Kenya, it's a dream for it to reach the old and vulnerable. Every thing is 💰🤫 https://t.co/TWVke8ev3Z",,,
2888,aciafricanews,2021-03-04 18:13:02+00:00,0,None,"Catholic Doctors in Kenya Caution Public against Delivered COVID-19 Vaccine, Give Reasons https://t.co/jwLfKCwNJE",,,
2889,RSTMH,2021-03-04 18:01:00+00:00,20,None,Kenya has received just over 1 million doses of a COVID-19 vaccine in the first batch from the global #COVAX initiative that was created to ensure that low- and middle-income countries have fair a...,,,
2890,UKMed,2021-03-04 17:44:50+00:00,5,None,"Millions of vaccines have now been distributed in the #Covax initiative, including Nigeria, Angola, DRC, Kenya, Gambia, Rwanda and Cambodia 👏.\n\nThis week, Côte d’Ivoire and Ghana began their COV...",,,
2891,AsaanaO,2021-03-04 17:07:26+00:00,4,None,"In Kenya, Local Leaders have insisted President Uhuru Kenyatta should be the first Kenyan to be vaccinated with the COVID-19 vaccine. Do you support this? https://t.co/HZGP9w2kAj",,,
2892,radio_punchline,2021-03-04 16:47:44+00:00,3,None,"President Uhuru Kenyatta flags off the countrywide distribution of the Covid-19 vaccine at the Central Vaccine Depot in Kitengela, Kajiado County ahead of the launch of a national vaccination camp...",,,
2893,alyhdi,2021-03-04 15:21:19+00:00,1,None,Police in South Africa seized hundreds of fake COVID-19 vaccines and made several arrests following a global alert issued by INTERPOL.\n#COVID19 #coronavirus\n@WHO\n@MOH_Kenya\n@DrAhmedKalebi\n@al...,,,
2894,SamanthaKRain,2021-03-04 15:11:57+00:00,0,None,"@MOH_Kenya @WHOKenya The first COVID-19 vaccines have arrived in Kenya- what a beautiful sight. Thanks to the scientists, researchers, physicians, trial candidates, logistics professionals, and ev...",,,
2895,ZeroPolitricks,2021-03-04 14:40:54+00:00,0,None,"This will quickly accelerate the fight against Covid-19, it is vital that those at risk and everyone in the frontlines gets the vaccine! Kazi poa @MOH_Kenya\n#KomeshaCorona",,,
2896,VaccinesKenya,2021-03-04 14:33:29+00:00,2,None,"President Uhuru Kenyatta is briefed by the CS @MOH_Kenya Sen. Mutahi Kagwe, UNICEF Rep. in Kenya @Maniza_Zaman and Head @NvipKenya Dr. Collins Tabu, during the tour of the Central Vaccine Depot in...",,,
2897,WereOnyino,2021-03-04 13:53:05+00:00,17,None,The Covid-19 vaccine hesitancy is a result of lack of proper stakeholders involvement in the roll out. 28% of HCPs cite the efficacy and safety of the Oxford Astrazeneca vaccine as reasons to decl...,,,
2898,BaringoNews,2021-03-04 13:48:17+00:00,3,None,BREAKING: KENYA records 528 new cases of COVID-19 as four succumb to virus. New wave in he offing amid arrival of vaccine?,,,
2899,Blogs_Kenya,2021-03-04 13:26:28+00:00,0,None,"COVID-19 vaccine lands in Kenya: The Ministry of Health plans to administer the vaccines to healthcare workers and other essential workers including security personnel first, before moving on to t...",,,
2900,Carol_Oyola,2021-03-04 13:08:00+00:00,2,None,So proud of @DrENdirangu of @AKUGlobal who gave insights into the COVID-19 vaccine in Kenya on #JKLive last night. \n\nWatch the full interview here: https://t.co/Zue69N33MJ https://t.co/PrUdsv7Jj9,,,
2901,LeadershipNGA,2021-03-04 13:01:40+00:00,2,None,Kenya has received just over a million doses of the COVID-19 vaccine by AstraZeneca in the first batch of up to 3.5 million doses allocated. report CGTN Africa\nhttps://t.co/QLpWa19s24,,,
2902,MOH_Kenya,2021-03-04 12:56:21+00:00,26,None,"President Uhuru Kenyatta is briefed by the CS @MOH_Kenya Sen. Mutahi Kagwe, UNICEF Rep. in Kenya @Maniza_Zaman and Head @NvipKenya Dr. Collins Tabu, during the tour of the Central Vaccine Depot in...",,,
2903,UNICEFKenya,2021-03-04 12:32:03+00:00,24,None,"COVID-19 vaccines flagged off in Kenya. Thank you to all the #COVAX donors, including countries such as Canada, Japan, Saudi Arabia, UK and US, members of the EU, foundations and companies includi...",,,
2904,Kenyan_Report,2021-03-04 12:29:30+00:00,26,None,"Donald Kipkorir: Uhuru is leading COVID-19 vaccine distribution & Raila is spearheading BBI Bill public education in the Coast: TangaTanga Leaders are busy in Nakuru,Kabuchai, Matungu & Ki...",,,
2905,watsupafrica,2021-03-04 12:29:09+00:00,0,None,#Kenya: Excitement as Covid-19 vaccines arrive in Kenya https://t.co/JHsl0urmHe,,,
2906,UNICEFKenya,2021-03-04 12:28:26+00:00,18,None,"COVID-19 vaccines in the Central Vaccines Warehouse at Kitengela, Kenya. The vaccines were procured by @UNICEF under the #COVAX facility, which is co-led by @gavi  @WHO and @CEPIvaccines working i...",,,
2907,NewsCentralTV,2021-03-04 12:21:52+00:00,1,None,Kenya's Health ministry warns that those allergic to chicken and eggs are ineligible for the #Covid-19 vaccine.\n\nThe Medicines and Healthcare Products Regulatory Agency added that the jab is par...,,,
2908,cgtnafrica,2021-03-04 11:52:53+00:00,1,None,"Kenya’s President Uhuru Kenyatta on Thursday flagged off the countrywide distribution of the COVID-19 vaccine at the Central Vaccine Depot in Kitengela, Kajiado County ahead of the launch of a nat...",,,
2909,tonyanelka,2021-03-04 11:42:17+00:00,7,None,"KENYA: President Kenyatta flags off the countrywide distribution of the Covid-19 vaccine at the Central Vaccine Depot in Kitengela, Kajiado Count. https://t.co/BbGY5VGlVq",,,
2910,radio_punchline,2021-03-04 11:39:37+00:00,3,None,"#RadioPunchline\n\nPresident Uhuru Kenyatta flags off the countrywide distribution of the Covid-19 vaccine at the Central Vaccine Depot in Kitengela, Kajiado County ahead of the launch of a nation...",,,
2911,kutv_kenya,2021-03-04 11:06:56+00:00,1,None,President Uhuru Kenyatta has cautioned Kenyans to stop peddling falsehoods on the Covid-19 vaccination exercise.\n\nSpeaking when he flagged off the countrywide distribution of the Covid-19 vaccin...,,,
2912,AbdisatarHassa1,2021-03-04 10:36:43+00:00,0,None,"Kenya President Uhuru Kenyatta flags off the countrywide distribution of the Covid-19 vaccine at the Central Vaccine Depot in Kitengela, Kajiado County.",,,
2913,Punchline_Afric,2021-03-04 10:25:15+00:00,14,None,"#PaTvUpdates\n\nPresident Kenyatta flags off the countrywide distribution of  Covid-19 vaccine at the Central Vaccine Depot in Kitengela, Kajiado County ahead of the launch of a national vaccinati...",,,
2914,BusinessMirror,2021-03-04 10:21:00+00:00,1,None,Kenya has received just over 1 million doses of a Covid-19 vaccine in the first batch from the global COVAX initiative that was created to ensure that low- and middle-income countries have fair ac...,,,
2915,DonaldBKipkorir,2021-03-04 10:11:16+00:00,868,None,"Uhuru Kenyatta is leading COVID-19 vaccine distribution & Raila Odinga is spearheading BBI Bill public education in the Coast: \n\nTangaTanga Leaders are busy in Nakuru,Kabuchai, Matungu &...",,,
2916,kirktv_kenya,2021-03-04 09:51:52+00:00,2,None,1.02M doses of COVID-19 vaccine have arrived in the country. Political leaders have prioritized themselves to be vaccinated. BBI campaigns intensify countrywide causing more rifts. Join CORNELIUS ...,,,
2917,watsupafrica,2021-03-04 08:26:12+00:00,0,None,#Kenya: COVID 19 vaccine set to arrive in the country next week https://t.co/vg45qZyAJ8,,,
2918,PulseLiveKenya,2021-03-04 08:10:19+00:00,3,None,"Health Cabinet Secretary Mutahi Kagwe on Wednesday announced that the administration of the Covid-19 vaccine would begin on Friday March 5, 2021.\n\nCS Kagwe emphasized that the target group for t...",,,
